['Time':2016-09-05 00:02:37,'Commit:'onlineDuration]{2030}
['Time':2016-09-05 22:31:06,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:31:17,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:31:59,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:32:11,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:32:32,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:33:35,'Commit:'onlineDuration]{70}
['Time':2016-09-05 22:34:05,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:34:26,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:35:18,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:35:35,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:35:44,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:36:02,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:36:09,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:36:16,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:36:36,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:36:48,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:36:59,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:37:06,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:37:22,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:37:29,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:37:44,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:38:34,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:38:44,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:38:55,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:39:21,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:39:36,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:39:46,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:40:41,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:40:59,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:41:09,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:42:08,'Commit:'onlineDuration]{700}
['Time':2016-09-05 22:42:16,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:42:27,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:43:00,'Commit:'onlineDuration]{70}
['Time':2016-09-05 22:43:15,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:43:24,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:43:33,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:44:02,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:44:33,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:44:50,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:45:12,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:45:25,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:45:38,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:46:07,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:47:56,'Commit:'onlineDuration]{70}
['Time':2016-09-05 22:48:02,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:48:07,'Commit:'onlineDuration]{0}
['Time':2016-09-05 22:48:59,'Commit:'onlineDuration]{0}
['Time':2016-09-05 23:46:09,'Commit:'onlineDuration]{1330}
