['Time':2016-06-18 08:48:27,'Commit:'onlineDuration]{420}
['Time':2016-06-18 13:40:00,'Commit:'onlineDuration]{}
['Time':2016-06-18 13:40:17,'Commit:'onlineDuration]{}
['Time':2016-06-18 13:40:42,'Commit:'onlineDuration]{}
['Time':2016-06-18 13:49:06,'Commit:'onlineDuration]{280}
['Time':2016-06-18 14:10:29,'Commit:'onlineDuration]{1085}
['Time':2016-06-18 14:10:37,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:10:58,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:12:19,'Commit:'onlineDuration]{35}
['Time':2016-06-18 14:12:43,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:17:40,'Commit:'onlineDuration]{140}
['Time':2016-06-18 14:22:48,'Commit:'onlineDuration]{175}
['Time':2016-06-18 14:23:30,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:27:53,'Commit:'onlineDuration]{140}
['Time':2016-06-18 14:28:10,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:29:55,'Commit:'onlineDuration]{35}
['Time':2016-06-18 14:47:19,'Commit:'onlineDuration]{595}
['Time':2016-06-18 14:49:21,'Commit:'onlineDuration]{70}
['Time':2016-06-18 14:49:22,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:49:40,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:49:46,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:49:47,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:50:05,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:50:07,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:50:10,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:50:11,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:51:42,'Commit:'onlineDuration]{35}
['Time':2016-06-18 14:51:47,'Commit:'onlineDuration]{}
['Time':2016-06-18 14:51:53,'Commit:'onlineDuration]{}
['Time':2016-06-18 15:05:30,'Commit:'onlineDuration]{735}
['Time':2016-06-18 15:08:55,'Commit:'onlineDuration]{105}
['Time':2016-06-18 15:10:36,'Commit:'onlineDuration]{35}
['Time':2016-06-18 15:10:48,'Commit:'onlineDuration]{}
['Time':2016-06-18 15:12:39,'Commit:'onlineDuration]{35}
['Time':2016-06-18 15:13:13,'Commit:'onlineDuration]{}
['Time':2016-06-18 15:14:50,'Commit:'onlineDuration]{35}
['Time':2016-06-18 15:15:18,'Commit:'onlineDuration]{}
['Time':2016-06-18 15:15:32,'Commit:'onlineDuration]{}
['Time':2016-06-18 15:17:17,'Commit:'onlineDuration]{35}
['Time':2016-06-18 16:37:48,'Commit:'onlineDuration]{2135}
['Time':2016-06-18 16:38:04,'Commit:'onlineDuration]{}
['Time':2016-06-18 16:38:17,'Commit:'onlineDuration]{}
['Time':2016-06-18 17:44:37,'Commit:'onlineDuration]{595}
['Time':2016-06-18 17:47:48,'Commit:'onlineDuration]{105}
['Time':2016-06-18 18:06:19,'Commit:'onlineDuration]{1050}
['Time':2016-06-18 18:08:37,'Commit:'onlineDuration]{70}
['Time':2016-06-18 18:13:25,'Commit:'onlineDuration]{140}
['Time':2016-06-18 18:14:15,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:17:16,'Commit:'onlineDuration]{70}
['Time':2016-06-18 18:18:52,'Commit:'onlineDuration]{35}
['Time':2016-06-18 18:20:11,'Commit:'onlineDuration]{35}
['Time':2016-06-18 18:23:26,'Commit:'onlineDuration]{105}
['Time':2016-06-18 18:23:41,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:25:45,'Commit:'onlineDuration]{70}
['Time':2016-06-18 18:25:53,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:26:18,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:28:27,'Commit:'onlineDuration]{70}
['Time':2016-06-18 18:28:40,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:29:18,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:30:08,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:31:04,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:31:44,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:32:14,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:32:30,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:33:11,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:33:19,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:33:22,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:35:03,'Commit:'onlineDuration]{35}
['Time':2016-06-18 18:38:14,'Commit:'onlineDuration]{105}
['Time':2016-06-18 18:38:29,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:38:37,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:38:43,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:38:48,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:39:24,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:39:36,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:40:06,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:40:17,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:40:41,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:40:44,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:40:58,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:49:57,'Commit:'onlineDuration]{280}
['Time':2016-06-18 18:50:02,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:50:16,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:51:45,'Commit:'onlineDuration]{35}
['Time':2016-06-18 18:52:04,'Commit:'onlineDuration]{}
['Time':2016-06-18 18:59:14,'Commit:'onlineDuration]{245}
['Time':2016-06-18 18:59:49,'Commit:'onlineDuration]{}
['Time':2016-06-18 19:01:28,'Commit:'onlineDuration]{49}
['Time':2016-06-18 19:03:05,'Commit:'onlineDuration]{49}
['Time':2016-06-18 19:04:41,'Commit:'onlineDuration]{49}
['Time':2016-06-18 19:05:49,'Commit:'onlineDuration]{49}
['Time':2016-06-18 19:06:10,'Commit:'onlineDuration]{}
['Time':2016-06-18 19:06:19,'Commit:'onlineDuration]{}
['Time':2016-06-18 19:08:07,'Commit:'onlineDuration]{49}
['Time':2016-06-18 19:08:46,'Commit:'onlineDuration]{}
['Time':2016-06-18 19:09:01,'Commit:'onlineDuration]{}
['Time':2016-06-18 19:10:04,'Commit:'onlineDuration]{49}
['Time':2016-06-18 19:10:43,'Commit:'onlineDuration]{}
['Time':2016-06-18 19:11:15,'Commit:'onlineDuration]{}
['Time':2016-06-18 19:13:18,'Commit:'onlineDuration]{98}
['Time':2016-06-18 19:13:32,'Commit:'onlineDuration]{}
['Time':2016-06-18 19:15:11,'Commit:'onlineDuration]{49}
['Time':2016-06-18 19:17:28,'Commit:'onlineDuration]{98}
['Time':2016-06-18 23:01:02,'Commit:'onlineDuration]{3990}
['Time':2016-06-18 23:01:58,'Commit:'onlineDuration]{}
['Time':2016-06-18 23:54:56,'Commit:'onlineDuration]{3710}
