['Time':2016-06-07 21:15:58,'Commit:'onlineDuration]{126}
['Time':2016-06-07 22:13:07,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:13:07,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:13:09,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:13:25,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:13:43,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:13:56,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:13:58,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:14:07,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:14:29,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:15:15,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:16:58,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:18:35,'Commit:'onlineDuration]{210}
['Time':2016-06-07 22:18:36,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:21:29,'Commit:'onlineDuration]{140}
['Time':2016-06-07 22:21:29,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:22:02,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:22:04,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:22:07,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:22:08,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:25:36,'Commit:'onlineDuration]{210}
['Time':2016-06-07 22:25:38,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:35:04,'Commit:'onlineDuration]{630}
['Time':2016-06-07 22:37:01,'Commit:'onlineDuration]{70}
['Time':2016-06-07 22:37:14,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:37:15,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:37:30,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:37:31,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:37:34,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:37:41,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:37:49,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:38:36,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:38:44,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:38:54,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:38:54,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:38:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:39:03,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:39:04,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:41:03,'Commit:'onlineDuration]{70}
['Time':2016-06-07 22:41:13,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:41:23,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:41:31,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:43:53,'Commit:'onlineDuration]{140}
['Time':2016-06-07 22:43:54,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:43:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:44:02,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:44:03,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:44:08,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:44:09,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:44:20,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:44:21,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:44:21,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:44:25,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:44:26,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:20,'Commit:'onlineDuration]{70}
['Time':2016-06-07 22:46:26,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:28,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:28,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:29,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:35,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:37,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:45,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:47,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:53,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:54,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:46:58,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:47:12,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:47:24,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:47:25,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:47:25,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:52:01,'Commit:'onlineDuration]{280}
['Time':2016-06-07 22:52:04,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:52:05,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:52:17,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:52:19,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:52:36,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:52:37,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:52:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:52:56,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:15,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:16,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:17,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:32,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:37,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:39,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:39,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:49,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:50,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:51,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:53:59,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:54:00,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:54:05,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:54:11,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:54:30,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:54:42,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:55:00,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:55:13,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:55:14,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:55:23,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:55:40,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:55:49,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:55:49,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:55:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:55:56,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:56:02,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:56:03,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:56:07,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:56:07,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:56:42,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:56:43,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:56:54,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:56:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:03,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:04,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:09,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:14,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:21,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:23,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:27,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:28,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:40,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:41,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:57:42,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:06,'Commit:'onlineDuration]{70}
['Time':2016-06-07 22:59:14,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:15,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:19,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:20,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:20,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:29,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:30,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:35,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:44,'Commit:'onlineDuration]{}
['Time':2016-06-07 22:59:47,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:00:30,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:00:35,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:00:42,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:00:57,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:01:05,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:01:10,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:02:54,'Commit:'onlineDuration]{70}
['Time':2016-06-07 23:02:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:02:58,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:02:59,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:03:06,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:03:07,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:04:19,'Commit:'onlineDuration]{70}
['Time':2016-06-07 23:04:45,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:05:00,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:27:09,'Commit:'onlineDuration]{1540}
['Time':2016-06-07 23:27:11,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:27:12,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:27:13,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:27:13,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:27:48,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:27:49,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:45:03,'Commit:'onlineDuration]{1190}
['Time':2016-06-07 23:45:32,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:45:40,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:47:20,'Commit:'onlineDuration]{70}
['Time':2016-06-07 23:47:53,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:48:01,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:48:17,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:48:32,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:49:17,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:49:22,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:49:48,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:49:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:50:00,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:50:11,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:50:17,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:50:39,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:50:40,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:50:40,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:50:41,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:50:43,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:50:44,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:51:05,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:51:06,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:51:09,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:51:11,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:51:14,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:51:44,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:51:46,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:51:50,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:52:22,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:52:29,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:52:30,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:52:31,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:52:43,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:52:57,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:52:58,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:53:21,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:53:30,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:53:36,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:53:46,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:53:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:53:56,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:54:03,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:54:04,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:54:06,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:54:07,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:54:16,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:54:24,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:54:42,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:54:43,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:55:01,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:55:27,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:55:52,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:56:21,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:56:46,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:56:48,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:56:55,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:56:56,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:56:57,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:03,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:04,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:13,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:20,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:29,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:30,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:31,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:31,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:36,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:37,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:46,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:47,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:52,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:54,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:57:59,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:58:00,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:58:04,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:58:05,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:58:12,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:58:13,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:58:14,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:58:24,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:59:03,'Commit:'onlineDuration]{3780}
['Time':2016-06-07 23:59:13,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:59:14,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:59:15,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:59:28,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:59:29,'Commit:'onlineDuration]{}
['Time':2016-06-07 23:59:39,'Commit:'onlineDuration]{}
